DateTime,Season,No.Customers,Average.age.of.customers,Tips.in.EUR,No.times.door.opened,Outside.temperatur.in.Celsius,Restaurant.temperature.in.Celsius,No.meals,No.drinks,Gas.consumption.in.kwh,Water.comsumption.in.liter,Electricity.consumption.in.kwh,No.transactions.with.card,No.transactions.with.cash,Total.revenue.in.EUR,Meal.revenue.in.EUR,Drink.revenue.in.EUR
13/09/2000 17:00,Autumn,4,24,14.76,14,17.9,22.6,19,28,96.62,47.85,166.05,3,1,277.48,235.35,42.13
13/09/2000 18:00,Autumn,9,41,43.83,30,17.4,22.3,55,38,165.86,52,205,5,4,724.9,597.92,126.98
13/09/2000 19:00,Autumn,23,40,98.9,72,16.8,21.7,152,167,275.93,144.33,281.9,11,12,1974.92,1131.44,843.48
13/09/2000 20:00,Autumn,16,40,69.12,54,16.1,21.9,95,107,216.14,103.83,244.5,8,8,1036.01,868.24,167.78
13/09/2000 21:00,Autumn,22,29,90.2,64,15.3,21.6,132,91,260.89,105.52,282.49,15,7,1398.64,1045.74,352.9
13/09/2000 22:00,Autumn,8,30,31.76,36,14.5,22.1,56,33,169.33,37.65,231.49,7,1,866.84,634.21,232.63
13/09/2000 23:00,Autumn,3,25,11.31,8,13.8,22.3,14,12,82.82,1,181.81,2,1,222.79,161.05,61.74
14/09/2000 10:00,Autumn,15,49,74.25,40,20.9,22.5,82,84,201.96,163.47,204.26,4,11,994.07,650.14,343.93
14/09/2000 11:00,Autumn,18,52,89.28,56,21.7,22.4,92,61,213.78,200.26,209.18,5,13,827.93,601.16,226.77
14/09/2000 12:00,Autumn,19,49,93.1,52,22.3,22.5,125,49,249.23,240.6,236.98,7,12,1372.41,1125.91,246.5
14/09/2000 13:00,Autumn,15,51,77.25,44,22.8,22.7,95,134,215.96,244.03,216.1,3,12,1180.62,832.02,348.6
14/09/2000 14:00,Autumn,4,25,16.48,22,23.1,23.2,25,15,103.34,220.8,119.62,3,1,376.07,291.16,84.91
14/09/2000 15:00,Autumn,0,NA,0,2,23.2,23.4,0,0,24.72,235.07,85.22,0,0,0,0,0
14/09/2000 16:00,Autumn,1,26,4.6,12,23.1,23.4,4,3,48.3,220.98,95.56,1,0,67.52,46.68,20.84
14/09/2000 17:00,Autumn,6,27,21.78,22,22.8,23.1,23,21,107.29,209.48,122.18,3,3,266.3,178.82,87.48
14/09/2000 18:00,Autumn,10,39,40.5,28,22.3,22.9,77,49,192.24,206.94,204.82,3,7,956.59,702.27,254.32
14/09/2000 19:00,Autumn,28,41,117.6,88,21.7,22,101,79,223.53,181.79,218.33,14,14,1374.6,1157.93,216.66
14/09/2000 20:00,Autumn,15,40,207.88,48,20.9,22.5,55,37,168.83,117.27,177.01,7,8,633.99,465.49,168.5
14/09/2000 21:00,Autumn,17,30,52.19,44,20.2,22.3,100,134,223.43,114.8,215.88,14,3,1611.5,915.74,695.76
14/09/2000 22:00,Autumn,6,31,21.06,22,19.4,22.7,24,29,109.64,86.89,136.9,2,4,303.57,193.16,110.42
14/09/2000 23:00,Autumn,2,22,7.76,10,18.7,22.8,13,6,85.57,35.22,108.4,1,1,140.84,117.48,23.36
15/09/2000 10:00,Autumn,17,49,81.6,54,20.8,22.4,93,107,213.19,166.94,208.86,1,16,1143.26,662.71,480.55
15/09/2000 11:00,Autumn,22,51,133.54,72,21.5,22.2,132,105,254.91,213.66,236.53,6,16,1609.59,1184.35,425.24
15/09/2000 12:00,Autumn,23,51,121.44,72,22.2,22.3,117,80,239.66,234.41,231.15,3,20,1429.56,1027.51,402.05
15/09/2000 13:00,Autumn,13,49,49.4,42,22.6,22.8,97,31,222.39,234.15,216.5,5,8,908.95,809.53,99.42
15/09/2000 14:00,Autumn,12,25,43.68,42,22.9,22.9,68,107,188.01,241.03,198.23,8,4,1421.21,727.98,693.23
15/09/2000 15:00,Autumn,2,26,7.44,6,23,23.3,12,16,72.97,221.25,80.36,1,1,127.72,71.03,56.68
15/09/2000 16:00,Autumn,4,23,17.2,20,22.9,23.2,25,14,107.75,214.07,137.07,3,1,530.55,455.83,74.72
15/09/2000 17:00,Autumn,6,24,19.8,20,22.6,23.1,29,25,114.31,202.89,142.85,4,2,619.73,472.06,147.67
15/09/2000 18:00,Autumn,19,41,84.74,54,22.2,22.5,135,138,261.22,240.69,238.62,7,12,838.54,760.31,78.23
15/09/2000 19:00,Autumn,20,39,88,62,21.5,22.3,63,31,176.07,169.46,188.25,13,7,828.33,696.88,131.45
15/09/2000 20:00,Autumn,22,39,91.74,68,20.8,22.1,147,94,272.35,161.48,242.18,10,12,1713.51,1368.36,345.15
15/09/2000 21:00,Autumn,15,16,60.9,46,20,22.4,72,107,193.25,65.9,199.23,8,7,1083.53,680.46,403.07
15/09/2000 22:00,Autumn,7,30,32.48,18,19.3,22.6,48,23,151.23,26.58,178.42,4,3,518.82,340.39,178.44
15/09/2000 23:00,Autumn,3,22,11.73,4,18.5,22.7,18,23,94.24,34.43,148.02,3,0,297.04,219.22,77.81
16/09/2000 10:00,Autumn,14,49,68.74,36,17.8,22.2,80,52,202.57,61.3,226.29,5,9,820.49,622.82,197.68
16/09/2000 11:00,Autumn,27,50,135.27,86,18.5,21.7,105,171,228.95,99.87,236.34,11,16,1820.78,1004.41,816.37
16/09/2000 12:00,Autumn,29,49,131.95,82,19.2,21.7,135,203,257.9,128.34,249.8,8,21,2065.98,1124.92,941.06
16/09/2000 13:00,Autumn,12,51,55.92,40,19.6,22.4,81,45,198.97,70.98,196.39,1,11,792.13,664.94,127.19
16/09/2000 14:00,Autumn,7,23,28.42,24,19.9,22.7,41,56,142.25,59.76,153.16,5,2,714.58,362.96,351.62
16/09/2000 15:00,Autumn,2,23,6.48,16,20,22.9,13,6,79,12.65,110.31,2,0,173.24,136.01,37.23
16/09/2000 16:00,Autumn,3,24,12.39,8,19.9,22.9,13,12,88.88,19.78,111.17,3,0,276.13,200.94,75.19
16/09/2000 17:00,Autumn,8,26,23.68,36,19.6,22.6,38,33,135.38,54.2,155.9,7,1,572.84,400.93,171.92
16/09/2000 18:00,Autumn,23,40,95.91,62,19.2,21.9,105,79,228.99,109.96,225.81,13,10,1956.47,1525.35,431.12
16/09/2000 19:00,Autumn,24,38,96.24,76,18.5,21.8,86,197,208.16,83.79,217.12,13,11,2244.91,900.41,1344.5
16/09/2000 20:00,Autumn,31,39,165.23,102,17.8,21.4,86,255,204.19,81.22,227.2,17,14,2675.46,1263.2,1412.26
16/09/2000 21:00,Autumn,19,30,95.19,58,17,21.9,115,151,241.92,123.29,256.88,14,5,2413.84,1450.14,963.69
16/09/2000 22:00,Autumn,10,30,40.5,38,16.3,22.2,59,34,165.55,65.9,219.42,8,2,893.32,647.35,245.97
16/09/2000 23:00,Autumn,3,21,10.92,18,15.5,22.4,22,25,108.71,37.32,176.37,2,1,454.26,278.23,176.03
17/09/2000 10:00,Autumn,17,49,75.48,48,21.3,22.4,41,102,136.95,161.74,160.59,3,14,824.66,329.38,495.28
17/09/2000 11:00,Autumn,19,50,81.7,62,22,22.4,131,143,256.12,213.97,240.95,5,14,1408.52,999.55,408.97
17/09/2000 12:00,Autumn,31,51,168.02,88,22.6,22,138,106,261.45,240.08,238.33,9,22,1582.12,1104.83,477.29
17/09/2000 13:00,Autumn,23,48,102.81,72,23.1,22.4,165,178,286.46,290.49,255.04,7,16,2244.36,1308.3,936.05
17/09/2000 14:00,Autumn,10,23,39.9,36,23.4,23,39,38,142.49,244.2,151.93,6,4,649.45,442.55,206.9
17/09/2000 15:00,Autumn,1,20,3.79,6,23.5,23.4,6,3,39.48,238.92,94.72,1,0,97.93,83.51,14.42
17/09/2000 16:00,Autumn,4,28,13.84,14,23.4,23.3,32,31,130.06,241.67,155,2,2,377.82,246.4,131.43
17/09/2000 17:00,Autumn,6,22,19.8,24,23.1,23.2,31,45,122.33,221.52,142.86,6,0,550.82,427.46,123.36
17/09/2000 18:00,Autumn,22,39,80.52,72,22.6,22.4,106,79,231.51,240.51,216.51,9,13,1253.74,914.67,339.07
17/09/2000 19:00,Autumn,28,39,106.68,88,22,22,89,80,208.75,216.11,207.81,16,12,1043.85,626.31,417.54
17/09/2000 20:00,Autumn,24,40,120.96,76,21.3,22.1,112,163,239.76,192.51,226.22,12,12,1571.42,1019.05,552.37
17/09/2000 21:00,Autumn,13,30,59.15,40,20.5,22.5,74,87,188.23,125.15,191.31,6,7,1011.42,720.46,290.96
17/09/2000 22:00,Autumn,4,30,15.56,12,19.7,22.8,18,33,95.85,40.94,99.82,3,1,303.47,102.14,201.34
17/09/2000 23:00,Autumn,2,23,6.06,4,19,22.8,11,4,70.1,14.98,128.95,2,0,146.59,131.81,14.78
18/09/2000 10:00,Autumn,12,49,63.84,40,17,22.2,69,46,184.53,79.81,223.4,4,8,782.18,529.53,252.65
18/09/2000 11:00,Autumn,18,49,85.86,64,17.7,22,99,152,222.26,105.65,234.56,3,15,1629.7,793.64,836.05
18/09/2000 12:00,Autumn,27,51,134.19,86,18.4,21.7,181,122,302.38,164.2,277.7,14,13,2424.35,2096.17,328.18
18/09/2000 13:00,Autumn,13,49,62.66,36,18.8,22.3,70,104,188.93,67.94,197.19,7,6,1029.37,518.77,510.6
18/09/2000 14:00,Autumn,12,24,39.12,42,19.1,22.4,73,99,188.44,81.52,206.84,8,4,1331.88,732.65,599.23
18/09/2000 15:00,Autumn,1,25,4.29,4,19.2,22.9,7,7,63.02,61.39,98.17,1,0,118.45,76.79,41.66
18/09/2000 16:00,Autumn,3,23,9.42,8,19.1,22.8,18,8,97.16,19.78,131.57,3,0,104.9,68.01,36.9
18/09/2000 17:00,Autumn,9,23,34.65,24,18.8,22.5,30,54,125.55,53.29,145.08,9,0,599.23,333.58,265.65
18/09/2000 18:00,Autumn,13,40,59.93,38,18.4,22.3,36,42,130.9,35.89,167.67,5,8,601.34,360.87,240.48
18/09/2000 19:00,Autumn,24,40,105.84,76,17.7,21.7,165,156,288.38,135.31,280.56,10,14,2369.58,1613.94,755.64
18/09/2000 20:00,Autumn,33,39,137.94,104,17,21.3,108,115,231.98,113.11,249.74,20,13,1521.65,1085.01,436.64
18/09/2000 21:00,Autumn,20,28,85.6,64,16.2,21.7,71,138,186.75,81.81,233.47,14,6,1512.94,1065.18,447.76
18/09/2000 22:00,Autumn,6,30,23.1,18,15.5,22.3,42,52,149.04,16.17,210.46,4,2,833.94,402.95,430.99
18/09/2000 23:00,Autumn,33,24,7.4,6,14.7,22.4,9,7,61.01,37.1,173.48,1,1,95.82,66.79,29.03
19/09/2000 10:00,Autumn,13,49,59.02,46,20.3,22.5,92,93,213.77,104.16,209.49,3,10,1004.91,697.8,307.11
19/09/2000 11:00,Autumn,24,50,118.32,78,21,22.1,155,133,279.87,176.26,249.65,9,15,1610.32,965.22,645.1
19/09/2000 12:00,Autumn,20,46,105.8,56,21.6,22.3,88,121,212.83,184.89,205.16,8,12,765.03,380.44,384.6
19/09/2000 13:00,Autumn,16,48,62.24,48,22.1,22.6,71,60,187.79,210.86,192.07,7,9,831.84,661.02,170.82
19/09/2000 14:00,Autumn,5,25,15.15,18,22.4,23.1,37,19,140,192.27,159.89,4,1,424.72,333.16,91.55
19/09/2000 15:00,Autumn,5,23,20,18,22.5,23.1,32,15,129,185.72,147.42,3,2,464.09,389.96,74.13
19/09/2000 16:00,Autumn,2,21,6.36,14,22.4,23.2,12,12,77.79,173.79,94.59,2,0,163.72,133.89,29.83
19/09/2000 17:00,Autumn,3,21,12.75,14,22.1,23.1,20,22,97.79,156.19,126.31,3,0,391.8,234.22,157.58
19/09/2000 18:00,Autumn,10,40,43.8,30,21.6,22.8,48,44,155.76,157.95,164.33,3,7,492.23,345.51,146.72
19/09/2000 19:00,Autumn,25,38,104,80,21,22,173,62,295.62,200.4,258.16,16,9,2200.17,1732.12,468.06
19/09/2000 20:00,Autumn,31,39,131.13,94,20.3,21.7,128,187,252.38,147.31,233,11,20,1883.84,1299.93,583.91
19/09/2000 21:00,Autumn,11,30,44.88,34,19.5,22.5,56,83,164.85,56.26,172.25,9,2,1065.62,657.82,407.8
19/09/2000 22:00,Autumn,4,33,17.64,14,18.7,22.7,18,15,95.28,24.87,153.29,2,2,154.48,87.63,66.84
19/09/2000 23:00,Autumn,2,23,8.4,6,18,22.7,12,14,81.74,14.98,127.97,1,1,129.38,93.1,36.28
20/09/2000 10:00,Autumn,19,53,108.11,54,20.3,22.2,20,149,103.84,68.34,128.63,6,13,692.87,198.55,494.32
20/09/2000 11:00,Autumn,23,52,127.65,72,21,22.1,93,167,216.73,169.51,217.61,7,16,2189.36,1156.35,1033.01
20/09/2000 12:00,Autumn,25,48,122.25,74,21.6,22.1,191,213,311.98,236.72,270.11,10,15,1891.52,1074.52,817
20/09/2000 13:00,Autumn,19,49,95.19,60,22.1,22.5,104,69,161.89,218.82,216.26,9,10,1137.25,915.04,222.21
20/09/2000 14:00,Autumn,8,25,29.6,24,22.4,23,49,74,156.44,199.7,167.5,7,1,951,508.28,442.73
20/09/2000 15:00,Autumn,3,26,12.84,18,22.5,23.2,16,16,88.4,187.62,111.87,3,0,238.69,154.6,84.09
20/09/2000 16:00,Autumn,1,32,4.38,6,22.4,23.3,6,7,63.5,163.1,94.54,1,0,71.72,50.73,20.99
20/09/2000 17:00,Autumn,5,25,22.2,20,22.1,23.1,25,37,122.45,165.75,140.31,2,3,208.49,108.43,100.05
20/09/2000 18:00,Autumn,21,40,90.3,62,21.6,22.3,164,71,288.47,235.54,256.98,13,8,1095.64,629.96,465.68
20/09/2000 19:00,Autumn,26,40,126.1,80,21,22,114,166,239.05,166.79,223.8,12,14,1207.37,585.34,622.03
20/09/2000 20:00,Autumn,24,40,106.56,72,20.3,22,113,204,240.4,120.27,221.96,12,12,1214.93,329.29,885.63
20/09/2000 21:00,Autumn,16,28,52,50,19.5,22.2,75,130,196.62,83.94,192.81,12,4,932.3,274.91,657.39
20/09/2000 22:00,Autumn,13,31,65.13,46,18.7,22.3,67,107,185.74,73.65,205.71,9,4,1479.47,854.79,624.68
20/09/2000 23:00,Autumn,1,20,4.02,8,18,22.7,4,5,24.68,29.96,61.25,0,1,64.73,37.27,27.46
21/09/2000 10:00,Autumn,15,50,78.15,44,20.8,22.5,64,66,177.67,136.8,185.93,2,13,663.75,406.83,256.92
21/09/2000 11:00,Autumn,26,48,111.28,86,21.5,22.1,180,163,300.78,231.18,266.32,8,18,2881.33,2024.09,857.24
21/09/2000 12:00,Autumn,22,49,114.18,68,22.1,22.3,151,190,275.79,231.79,249.29,10,12,2494.48,1517.63,976.85
21/09/2000 13:00,Autumn,17,49,93.33,52,22.6,22.6,81,34,201.42,228.06,202.67,4,13,716.4,571.25,145.15
21/09/2000 14:00,Autumn,6,24,26.34,20,22.9,23.1,38,24,133.09,222.41,147.54,6,0,382.2,289.34,92.85
21/09/2000 15:00,Autumn,1,24,3.25,4,23,23.4,3,1,42.19,211.78,71.35,1,0,28.88,23.65,5.22
21/09/2000 16:00,Autumn,1,25,4.22,10,22.9,23.3,6,9,46.22,233.54,85.77,1,0,104.17,71.5,32.67
21/09/2000 17:00,Autumn,8,25,23.52,28,22.6,23,41,36,141.07,211.19,167.83,7,1,764.37,571.52,192.85
21/09/2000 18:00,Autumn,13,41,62.14,42,22.1,22.7,64,98,178.19,199.65,185.96,7,6,1445.82,762.2,683.62
21/09/2000 19:00,Autumn,19,40,72.01,60,21.5,22.4,133,87,258.81,187.23,239.31,11,8,1711.53,1311.49,400.04
21/09/2000 20:00,Autumn,33,40,141.24,100,20.8,21.7,142,268,268.86,175.2,240.41,20,13,3793.99,1796.61,1997.37
21/09/2000 21:00,Autumn,16,29,75.36,52,20,22.3,124,118,249.37,125.8,230.88,11,5,1355.6,852.11,503.49
21/09/2000 22:00,Autumn,8,30,39.68,26,19.2,22.6,49,27,155.82,48.71,178.08,4,4,554.47,459.91,94.56
21/09/2000 23:00,Autumn,2,23,7.46,8,18.5,22.7,5,14,49.69,32.47,134.91,2,0,119.33,48.97,70.35
22/09/2000 10:00,Autumn,19,50,100.51,58,18.1,22,148,139,271.76,123.65,262.2,6,13,1799.41,1215.73,583.69
22/09/2000 11:00,Autumn,30,50,146.4,92,18.8,21.6,240,119,343.55,182.18,299.13,6,24,2093.04,1651.15,441.89
22/09/2000 12:00,Autumn,23,48,127.88,68,19.5,21.9,89,71,209.88,86.97,215.44,11,12,1040.24,880.63,159.61
22/09/2000 13:00,Autumn,17,49,71.74,50,19.9,22.3,76,47,195.64,57.59,194.23,6,11,624.87,513.21,111.66
22/09/2000 14:00,Autumn,9,25,29.61,24,20.2,22.6,43,33,146,71.06,160.53,8,1,596.5,438.73,157.77
22/09/2000 15:00,Autumn,3,28,12.33,2,20.3,22.9,20,21,99.43,47.95,134.2,1,2,229.33,155.45,73.88
22/09/2000 16:00,Autumn,2,25,7.52,6,20.2,22.9,8,12,68.57,40.74,105.76,1,1,112.89,79.48,33.42
22/09/2000 17:00,Autumn,9,26,37.08,34,19.9,22.6,39,79,143.5,39.9,156.68,6,3,815.43,440.58,374.85
22/09/2000 18:00,Autumn,12,39,61.44,36,-4.3,22.4,69,100,185.05,103.37,191.41,4,8,1086.86,653.05,433.81
22/09/2000 19:00,Autumn,31,39,172.36,94,18.8,21.5,216,139,325.77,172.52,290.29,18,13,3935.31,3326.89,608.42
22/09/2000 20:00,Autumn,25,40,103.5,70,18.1,21.7,97,96,218.71,125.27,228.62,10,15,1347.4,818.68,528.72
22/09/2000 21:00,Autumn,25,29,96,66,17.3,21.6,100,61,225.4,107.72,240.45,17,8,2289.13,1014.11,1275.02
22/09/2000 22:00,Autumn,9,30,46.53,26,16.6,22.3,80,76,201.16,86.54,238.37,5,4,1588.82,1056.6,532.22
22/09/2000 23:00,Autumn,4,24,12.44,12,15.8,22.4,21,12,99.42,62.07,168.36,4,0,272.08,208.41,63.66
23/09/2000 10:00,Autumn,16,50,73.44,48,17.4,22,103,70,230.54,95.14,248.93,6,10,1271.22,881.79,389.43
23/09/2000 11:00,Autumn,25,49,124.5,72,18.2,21.7,173,84,292.18,127.7,278.47,9,16,1530.74,1388.14,142.6
23/09/2000 12:00,Autumn,23,48,102.35,70,18.8,21.9,98,173,221.28,97.45,225.61,5,18,1574.99,1134.34,440.65
23/09/2000 13:00,Autumn,13,49,67.08,42,19.3,22.4,78,50,195.51,73.65,203.01,4,9,790.1,570.62,219.48
23/09/2000 14:00,Autumn,12,26,51.36,36,19.6,22.4,66,72,177.39,58.98,193.99,8,4,1527.13,994.65,532.48
23/09/2000 15:00,Autumn,2,24,7.22,6,19.7,22.9,10,16,53.11,36.55,63.62,2,0,230.21,132.51,97.7
23/09/2000 16:00,Autumn,2,24,7.2,6,19.6,22.9,13,14,82.42,22.68,133.95,2,0,225.96,136.87,89.08
23/09/2000 17:00,Autumn,5,25,15.15,12,19.3,22.7,17,41,97.64,28.36,123.77,3,2,461.32,161.35,299.98
23/09/2000 18:00,Autumn,20,41,93,60,18.8,22,83,172,202.05,83.94,212.23,6,14,1522.45,769.43,753.02
23/09/2000 19:00,Autumn,19,40,66.5,60,18.2,22,129,50,255.51,115.3,249.78,7,12,800.7,550.2,250.5
23/09/2000 20:00,Autumn,21,39,88.2,66,17.4,21.8,139,82,265.07,140.25,268.87,11,10,2462,1778.65,683.35
23/09/2000 21:00,Autumn,17,29,77.35,56,16.7,21.9,68,135,181.43,47.37,220.58,10,7,1266.49,548.2,718.29
23/09/2000 22:00,Autumn,3,27,10.68,8,15.9,22.5,22,9,109.18,35.89,159.97,3,0,276.51,241.19,35.32
23/09/2000 23:00,Autumn,3,23,12.15,12,15.2,22.4,19,21,100.12,9.65,178.48,2,1,310.67,191.87,118.8
24/09/2000 10:00,Autumn,21,51,106.89,70,21.2,22.2,133,186,259.18,196.33,236.17,5,16,1959.19,1209.54,749.65
24/09/2000 11:00,Autumn,34,51,141.44,100,21.9,21.8,208,98,322.18,262.25,278.4,6,28,2045.14,1641.12,404.03
24/09/2000 12:00,Autumn,20,49,97,64,22.6,22.5,118,134,241.64,243.77,235.12,5,15,1813.31,1126.87,686.44
24/09/2000 13:00,Autumn,20,48,120.6,58,23,22.5,140,69,262,265.21,240.24,3,17,1327.04,1034.22,292.82
24/09/2000 14:00,Autumn,5,24,14.35,12,23.3,23.2,22,19,97.62,216.7,142.51,2,3,209.75,128.32,81.44
24/09/2000 15:00,Autumn,4,26,16.8,16,23.4,23.3,26,29,119.49,238.58,128.61,2,2,343.6,188.39,155.21
24/09/2000 16:00,Autumn,2,30,9.9,4,23.3,23.4,13,8,68.58,228.63,70.74,1,1,77.27,56.8,20.48
24/09/2000 17:00,Autumn,10,25,40.2,28,23,23,58,71,169.31,235.93,181.52,7,3,1171.83,835.44,336.39
24/09/2000 18:00,Autumn,19,39,99.75,56,22.6,22.5,104,78,230.22,244.75,217.9,8,11,1064.31,785.8,278.5
24/09/2000 19:00,Autumn,29,41,129.34,84,21.9,22,244,160,349.8,272.53,288.8,18,11,2376.48,1551.61,824.87
24/09/2000 20:00,Autumn,32,39,141.76,100,21.2,21.8,165,138,284.92,184.94,251.26,16,16,1959.98,1537.77,422.21
24/09/2000 21:00,Autumn,19,30,62.32,56,20.4,22.2,113,152,233.86,115.23,225.47,14,5,2260.58,1662.9,597.68
24/09/2000 22:00,Autumn,11,28,49.39,30,19.7,22.5,43,47,147.3,41.26,171.5,5,6,597.21,389.57,207.63
24/09/2000 23:00,Autumn,1,21,3.33,4,18.9,22.8,6,7,70.42,35.33,55.67,1,0,69.89,30.27,39.63
25/09/2000 10:00,Autumn,17,51,88.57,48,16.4,21.9,95,76,218.19,70.11,248.87,3,14,770.33,567.94,202.4
25/09/2000 11:00,Autumn,9,48,41.58,30,17.1,22.3,43,30,150.36,77.71,177.73,1,8,339.97,323.73,16.23
25/09/2000 12:00,Autumn,28,48,127.4,90,17.7,21.5,169,98,290.82,147.92,280.34,10,18,1293.72,915.71,378.02
25/09/2000 13:00,Autumn,19,51,98.61,56,18.2,22,164,86,286.79,144.5,271.77,4,15,1428.36,1049.4,378.96
25/09/2000 14:00,Autumn,5,26,21.15,10,18.5,22.6,36,16,131.59,50.51,163.6,3,2,321.12,291.19,29.93
25/09/2000 15:00,Autumn,3,23,9.12,14,18.6,22.7,21,11,101.17,38.62,113.96,2,1,295.45,227.38,68.06
25/09/2000 16:00,Autumn,3,26,11.46,6,18.5,22.7,13,11,90.24,62.32,133.72,3,0,261.35,184.37,76.98
25/09/2000 17:00,Autumn,8,25,24.96,28,18.2,22.5,31,23,126.1,57.15,172.14,6,2,422.36,280.73,141.63
25/09/2000 18:00,Autumn,14,40,70.42,46,17.7,22.1,114,55,237.9,113.99,245.56,4,10,1361.26,1189.6,171.66
25/09/2000 19:00,Autumn,36,40,156.96,112,17.1,21.1,240,238,345.82,176.36,315.63,15,21,3045.06,2318.07,726.99
25/09/2000 20:00,Autumn,24,41,117.36,78,16.4,21.6,95,201,216.25,95,242.16,14,10,2029.65,978.29,1051.36
25/09/2000 21:00,Autumn,20,29,85.8,68,15.6,21.7,62,68,176.2,67.05,228.03,11,9,963.01,537.94,425.07
25/09/2000 22:00,Autumn,6,32,31.14,20,14.8,22.2,21,21,101.21,45.71,182.49,5,1,392.37,231.92,160.44
25/09/2000 23:00,Autumn,3,22,13.44,14,14.1,22.3,19,14,88.83,42.9,191.97,2,1,296.86,199.74,97.12
26/09/2000 10:00,Autumn,22,51,106.92,62,17.9,21.8,153,58,276.76,132.66,269.62,4,18,1529.85,1304.64,225.22
26/09/2000 11:00,Autumn,20,49,107,58,18.7,22,90,147,213.2,103.96,225.61,5,15,1077.82,284.17,793.64
26/09/2000 12:00,Autumn,35,50,185.5,102,19.3,21.4,234,146,345.09,161.9,293.31,13,22,2922.71,2249.26,673.45
26/09/2000 13:00,Autumn,11,51,59.29,32,19.8,22.5,37,68,132.88,42.9,170.3,4,7,507.77,296.56,211.21
26/09/2000 14:00,Autumn,6,23,22.74,18,20.1,22.8,38,47,136.39,70.98,161.23,5,1,715.82,425.59,290.23
26/09/2000 15:00,Autumn,6,24,23.28,20,20.2,22.8,42,38,139.49,82.77,161.63,3,3,529.34,362.22,167.12
26/09/2000 16:00,Autumn,0,NA,0,2,20.1,23,0,0,37.3,14.81,71.43,0,0,0,0,0
26/09/2000 17:00,Autumn,11,25,50.49,69,19.8,22.5,72,84,185.77,110.65,193.78,10,1,1182.56,750.91,431.65
26/09/2000 18:00,Autumn,15,40,61.35,40,19.3,22.3,67,99,183.56,66.07,188.2,4,11,895.4,628.55,266.85
26/09/2000 19:00,Autumn,30,39,133.5,96,18.7,21.6,124,107,248.37,118.13,245.39,16,14,1786.32,956.19,830.12
26/09/2000 20:00,Autumn,24,40,94.56,74,17.9,21.7,117,182,239.48,121.24,247.14,9,15,1813.42,1084.54,728.88
26/09/2000 21:00,Autumn,15,29,51.6,48,17.2,22.1,52,115,158.41,76.34,194.72,10,5,1362.71,563.01,799.7
26/09/2000 22:00,Autumn,5,33,20.3,18,16.4,22.4,30,14,130.14,37.21,155.82,1,4,339.24,291.73,47.51
26/09/2000 23:00,Autumn,5,25,17.9,12,15.7,22.4,35,20,130.57,36.33,190.86,3,2,546.2,455.94,90.27
27/09/2000 10:00,Autumn,21,51,117.81,72,20.1,22.1,157,47,277.39,131.68,249.98,8,13,785.12,606.92,178.2
27/09/2000 11:00,Autumn,33,50,154.77,98,20.9,21.7,163,125,285.71,172.16,250.88,11,22,1706.1,1395.03,311.07
27/09/2000 12:00,Autumn,30,50,135.6,94,21.5,21.9,103,240,226.39,168.49,214.69,10,20,2127.82,990.28,1137.55
27/09/2000 13:00,Autumn,18,48,88.2,56,22,22.5,125,61,248.92,218.69,229.56,6,12,1228.21,927.95,300.26
27/09/2000 14:00,Autumn,8,27,28.64,30,22.3,23,51,66,157.03,204.81,161.59,6,2,892.56,689.02,203.54
27/09/2000 15:00,Autumn,6,25,22.14,24,22.4,23.1,33,22,126.45,216.02,155.19,6,0,584.54,428.58,155.97
27/09/2000 16:00,Autumn,4,26,18.68,10,22.3,23.1,24,15,106.15,202.7,132.6,3,1,205.95,153.08,52.86
27/09/2000 17:00,Autumn,4,25,14.6,10,22,23.1,17,17,87.17,168.9,112.56,2,2,252.17,156.56,95.6
27/09/2000 18:00,Autumn,16,41,74.24,46,21.5,22.5,62,48,171.69,175.55,185.44,8,8,681.82,492.34,189.48
27/09/2000 19:00,Autumn,35,40,153.3,114,20.9,21.6,164,244,286.95,191.21,252.53,18,17,3314.26,2030.69,1283.58
27/09/2000 20:00,Autumn,31,39,132.68,92,20.1,21.7,169,105,294.24,134.34,251.2,15,16,1643.25,1348.01,295.23
27/09/2000 21:00,Autumn,15,29,58.95,46,19.4,22.3,121,49,245.61,123.11,230.94,8,7,1230.12,1039.68,190.44
27/09/2000 22:00,Autumn,10,28,43.8,30,18.6,22.4,55,78,158.62,67.21,183.96,6,4,938.68,590.02,348.66
27/09/2000 23:00,Autumn,2,24,8.22,12,17.9,22.7,13,6,83.8,57.32,124.89,1,1,156.59,131.12,25.47
28/09/2000 10:00,Autumn,15,50,85.65,38,17,22,66,105,180.26,81.59,214.55,2,13,867.66,278.22,589.44
28/09/2000 11:00,Autumn,19,48,100.7,58,17.7,21.9,112,73,236.6,114.43,244.64,6,13,640.65,369.3,271.36
28/09/2000 12:00,Autumn,18,47,76.32,52,18.3,22,110,137,235.03,98.53,238.7,7,11,1883.79,1061.89,821.89
28/09/2000 13:00,Autumn,15,51,81.6,44,18.8,22.2,57,106,172.52,69.07,187.78,0,15,753.78,308.62,445.16
28/09/2000 14:00,Autumn,5,22,16.1,22,19.1,22.7,33,25,128.68,71.61,162.73,5,0,517.49,382.23,135.26
28/09/2000 15:00,Autumn,4,25,17.92,18,19.2,22.7,23,19,115.57,65.16,141.99,4,0,368.15,273.74,94.41
